Gene stable ID,NCBI gene (formerly Entrezgene) ID,Gene name
ENSG00000301156,,
ENSG00000303337,,
ENSG00000303340,,
ENSG00000248092,,NNT-AS1
ENSG00000167258,51755,CDK12
ENSG00000301163,,
ENSG00000301172,,
ENSG00000290009,,
ENSG00000306443,,
ENSG00000301199,,
ENSG00000236102,,
ENSG00000235538,,
ENSG00000306470,,
ENSG00000243479,,MNX1-AS1
ENSG00000303365,,
ENSG00000253693,,
ENSG00000306495,,
ENSG00000306501,,
ENSG00000306502,,
ENSG00000248261,,
ENSG00000306521,,
ENSG00000306537,,
ENSG00000291218,,
ENSG00000290839,,
ENSG00000303479,,
ENSG00000253978,,TENM2-AS1
ENSG00000185046,56899,ANKS1B
ENSG00000301204,,
ENSG00000301220,,
ENSG00000206168,,C4orf46P1
ENSG00000301221,,
ENSG00000294416,,
ENSG00000301233,124901254,
ENSG00000261217,,BCAP31P1
ENSG00000301235,,
ENSG00000293592,,
ENSG00000301250,,
ENSG00000303944,,
ENSG00000285858,,
ENSG00000306561,,
ENSG00000306570,,
ENSG00000229688,100506025,CRPPA-AS1
ENSG00000230330,,HMGN2P3
ENSG00000287100,,
ENSG00000303230,,
ENSG00000303505,,
ENSG00000244485,,RPL18P13
ENSG00000303506,,
ENSG00000260797,,
ENSG00000297958,,
ENSG00000268407,,
ENSG00000283421,,
ENSG00000303563,,
ENSG00000249249,,TICAM2-AS1
ENSG00000299922,,
ENSG00000088053,51206,GP6
ENSG00000306641,,
ENSG00000257403,,
ENSG00000306651,,
ENSG00000306659,,
ENSG00000309471,,
ENSG00000222777,,RNU6-233P
ENSG00000231185,,SPRY4-AS1
ENSG00000214447,100528020,FAM187A
ENSG00000158482,,SNX29P1
ENSG00000225612,,
ENSG00000267318,,
ENSG00000135926,64114,TMBIM1
ENSG00000294310,,
ENSG00000290192,,
ENSG00000250614,,
ENSG00000189050,51136,RNFT1
ENSG00000276548,,
ENSG00000260431,,VPS51P1
ENSG00000306674,124901770,
ENSG00000285567,,
ENSG00000306698,,
ENSG00000154146,4900,NRGN
ENSG00000306701,,
ENSG00000234695,,TFPI2-DT
ENSG00000278254,,
ENSG00000105722,2077,ERF
ENSG00000019102,23584,VSIG2
ENSG00000301286,,
ENSG00000267302,101927755,RNFT1-DT
ENSG00000306749,,
ENSG00000301290,,
ENSG00000266992,,DHX40P1
ENSG00000301303,,
ENSG00000234361,,
ENSG00000149564,90952,ESAM
ENSG00000104872,55011,PIH1D1
ENSG00000259827,,
ENSG00000301320,,
ENSG00000282024,,
ENSG00000261429,,DPPA2P4
ENSG00000306773,,
ENSG00000250982,,GAPDHP35
ENSG00000306787,,
ENSG00000301337,,
ENSG00000306809,,
ENSG00000298931,,
ENSG00000238283,,TBC1D3P1
ENSG00000301361,,
ENSG00000175093,92369,SPSB4
ENSG00000306830,,
ENSG00000301363,,
ENSG00000275654,,
ENSG00000306855,,
ENSG00000309023,,
ENSG00000306864,,
ENSG00000275860,,
ENSG00000306880,,
ENSG00000264049,100616210,MIR4737
ENSG00000267526,,
ENSG00000306890,,
ENSG00000306897,,
ENSG00000132359,23108,RAP1GAP2
ENSG00000278725,,
ENSG00000306905,,
ENSG00000306908,,
ENSG00000301364,,
ENSG00000184100,,BRD7P2
ENSG00000307459,,
ENSG00000306924,,
ENSG00000301369,,
ENSG00000287039,,
ENSG00000121542,26984,SEC22A
ENSG00000306964,,
ENSG00000285020,,
ENSG00000301381,,
ENSG00000236753,100506881,MKLN1-AS
ENSG00000293550,,
ENSG00000301390,,
ENSG00000261419,,PLA2G10DP
ENSG00000301407,,
ENSG00000120458,79684,MSANTD2
ENSG00000295964,,
ENSG00000278528,,PLA2G10KP
ENSG00000261038,,
ENSG00000295947,,
ENSG00000301472,,
ENSG00000254634,,SMG1P6
ENSG00000301522,,
ENSG00000301532,,
ENSG00000228777,,LINC02534
ENSG00000303051,,
ENSG00000301537,,
ENSG00000309313,,
ENSG00000260335,,
ENSG00000301545,,
ENSG00000309270,,
ENSG00000257691,,
ENSG00000279342,,
ENSG00000290917,646024,RAET1K
ENSG00000257506,,PLA2G10HP
ENSG00000254509,,
ENSG00000309168,,
ENSG00000254941,,
ENSG00000154134,64221,ROBO3
ENSG00000287591,,
ENSG00000286652,,
ENSG00000273454,,
ENSG00000179796,116135,LRRC3B
ENSG00000307029,,
ENSG00000225144,,
ENSG00000307064,,
ENSG00000307078,,
ENSG00000286315,124901628,
ENSG00000307132,,
ENSG00000307228,,
ENSG00000272768,,
ENSG00000301584,,
ENSG00000260133,,CA5AP1
ENSG00000307257,,
ENSG00000307275,,
ENSG00000305172,,
ENSG00000289871,,
ENSG00000243193,,PRKAR2B-AS1
ENSG00000303596,,
ENSG00000176040,344805,TMPRSS7
ENSG00000303606,,
ENSG00000303613,,
ENSG00000248367,124901151,
ENSG00000261444,,
ENSG00000287317,,
ENSG00000261203,,PLA2G10JP
ENSG00000302389,,
ENSG00000307321,,
ENSG00000307326,,
ENSG00000307329,,
ENSG00000250198,101929284,LINC02199
ENSG00000307342,107986854,
ENSG00000273724,,
ENSG00000268636,,
ENSG00000299933,,
ENSG00000268677,,
ENSG00000261145,,
ENSG00000267234,,
ENSG00000293660,,
ENSG00000307360,,
ENSG00000207821,693225,MIR640
ENSG00000178093,83983,TSSK6
ENSG00000232524,,
ENSG00000224046,101927420,DMTF1-AS1
ENSG00000303633,,
ENSG00000287578,,
ENSG00000303656,,
ENSG00000186010,51079,NDUFA13
ENSG00000261614,,YBX3P1
ENSG00000090539,8646,CHRD
ENSG00000290715,102724018,FRG2KP
ENSG00000307439,,
ENSG00000307503,,
ENSG00000259962,,
ENSG00000291146,441212,RP9P
ENSG00000303660,,
ENSG00000303674,,
ENSG00000284173,102465256,MIR6513
ENSG00000161956,26168,SENP3
ENSG00000291103,,
ENSG00000278524,102466197,MIR6810
ENSG00000230580,,RPL19P5
ENSG00000199121,407017,MIR26B
ENSG00000249332,,LINC02149
ENSG00000127831,7429,VIL1
ENSG00000301635,,
ENSG00000301636,,
ENSG00000233068,,
ENSG00000303761,,
ENSG00000248965,,
ENSG00000287574,,
ENSG00000303782,,
ENSG00000307573,,
ENSG00000307592,,
ENSG00000178722,285668,LINC03122
ENSG00000285666,,
ENSG00000244257,,PKD1P1
ENSG00000301650,,
ENSG00000301655,,
ENSG00000231183,105375358,
ENSG00000227827,,PKD1P2
ENSG00000301665,,
ENSG00000258674,,
ENSG00000283365,,NCOA5LP
ENSG00000306164,,
ENSG00000250067,374887,YJEFN3
ENSG00000260765,,CES1P2
ENSG00000260604,,
ENSG00000307660,,
ENSG00000141127,5636,PRPSAP2
ENSG00000307669,,
ENSG00000307684,,
ENSG00000301694,,
ENSG00000307707,,
ENSG00000287799,,
ENSG00000303450,,
ENSG00000307728,,
ENSG00000301701,,
ENSG00000263232,,ATP5F1AP3
ENSG00000301704,,
ENSG00000301716,,
ENSG00000294600,,
ENSG00000301731,,
ENSG00000254568,,
ENSG00000291154,,
ENSG00000237874,,
ENSG00000260584,,
ENSG00000154133,54538,ROBO4
ENSG00000286473,,
ENSG00000160161,148113,CILP2
ENSG00000301753,,
ENSG00000276822,,
ENSG00000235899,,LINC01564
ENSG00000304089,,
ENSG00000127838,25953,PNKD
ENSG00000184908,1188,CLCNKB
ENSG00000254609,,PLA2G10BP
ENSG00000305462,,
ENSG00000105717,80714,PBX4
ENSG00000257639,,
ENSG00000273956,,
ENSG00000299776,,
ENSG00000260866,,
ENSG00000308771,,
ENSG00000303807,,
ENSG00000271105,,SCML2P2
ENSG00000152936,160492,LMNTD1
ENSG00000196796,,NPIPB10P
ENSG00000301784,,
ENSG00000267178,,PHF5AP1
ENSG00000303812,,
ENSG00000259242,,
ENSG00000227885,124901333,
ENSG00000167604,84807,NFKBID
ENSG00000248529,101928651,
ENSG00000303341,,
ENSG00000306879,,
ENSG00000277003,,
ENSG00000305455,,
ENSG00000259882,,
ENSG00000307000,,
ENSG00000282924,,
ENSG00000303823,,
ENSG00000303846,,
ENSG00000301808,,
ENSG00000303861,124900952,
ENSG00000125656,8192,CLPP
ENSG00000301835,,
ENSG00000301853,,
ENSG00000260308,,
ENSG00000301898,,
ENSG00000270401,,
ENSG00000149548,80071,CCDC15
ENSG00000225558,,UBE2D3P2
ENSG00000227627,,
ENSG00000205452,,
ENSG00000199594,,RNU6-1301P
ENSG00000224080,,UBE2FP1
ENSG00000271993,,
ENSG00000271653,,
ENSG00000291111,,
ENSG00000230409,,TCEA1P2
ENSG00000111305,83445,GSG1
ENSG00000222208,,RNA5SP129
ENSG00000199327,,RNU6-230P
ENSG00000303872,,
ENSG00000264986,100847039,MIR5092
ENSG00000229048,,DUTP1
ENSG00000243508,,DNAJB6P7
ENSG00000252953,,RNU6-232P
ENSG00000260516,,CHEK2P7
ENSG00000182568,6304,SATB1
ENSG00000269243,,
ENSG00000172318,8708,B3GALT1
ENSG00000293890,,
ENSG00000285190,,
ENSG00000228222,,
ENSG00000165478,220296,HEPACAM
ENSG00000267767,400685,LINC01801
ENSG00000267767,126568845,LINC01801
ENSG00000238357,,RNU7-148P
ENSG00000303879,,
ENSG00000214211,,CTAGE14P
ENSG00000251575,100506526,LINC03123
ENSG00000230299,,SNRPEP11
ENSG00000246575,,
ENSG00000262885,,
ENSG00000303897,,
ENSG00000179755,,
ENSG00000303908,,
ENSG00000152291,10618,TGOLN2
ENSG00000303913,,
ENSG00000261274,,TP53TG3GP
ENSG00000303914,,
ENSG00000296866,,
ENSG00000303917,,
ENSG00000259897,,FRG2JP
ENSG00000301944,,
ENSG00000303920,,
ENSG00000254468,,
ENSG00000303929,,
ENSG00000261010,,RARRES2P6
ENSG00000301967,,
ENSG00000118046,6794,STK11
ENSG00000204754,,LINC01951
ENSG00000296849,,
ENSG00000166181,8539,API5
ENSG00000303946,,
ENSG00000301969,,
ENSG00000260846,,FRG2HP
ENSG00000301988,,
ENSG00000251670,,
ENSG00000296809,,
ENSG00000302021,,
ENSG00000302026,,
ENSG00000302043,,
ENSG00000303969,,
ENSG00000158816,127731,VWA5B1
ENSG00000290560,653188,GUSBP3
ENSG00000260598,,FRG2IP
ENSG00000239143,,Y_RNA
ENSG00000302044,,
ENSG00000270532,,PEBP1P2
ENSG00000308158,,
ENSG00000042445,54884,RETSAT
ENSG00000281706,100507173,LINC01012
ENSG00000260680,,AGGF1P5
ENSG00000234848,,
ENSG00000308141,,
ENSG00000104774,4125,MAN2B1
ENSG00000250514,101928203,LINC02125
ENSG00000302351,,
ENSG00000079387,29843,SENP1
ENSG00000291066,,
ENSG00000244057,353144,LCE3C
ENSG00000117013,9132,KCNQ4
ENSG00000115459,84173,ELMOD3
ENSG00000235672,,
ENSG00000212618,124904114,
ENSG00000154025,125206,SLC5A10
ENSG00000163848,7707,ZNF148
ENSG00000179862,163732,CITED4
ENSG00000252652,,Y_RNA
ENSG00000255340,,
ENSG00000286668,,
ENSG00000254577,,
ENSG00000233118,,UBE2V1P8
ENSG00000252355,,RN7SKP287
ENSG00000254463,,PPIAP41
ENSG00000281207,100507178,SLFNL1-AS1
ENSG00000152556,5213,PFKM
ENSG00000213697,,CTBP2P6
ENSG00000171790,200172,SLFNL1
ENSG00000287252,,
ENSG00000211568,100313777,MIR670
ENSG00000052841,55761,TTC17
ENSG00000215893,,RPL23AP17
ENSG00000303975,,
ENSG00000303982,,
ENSG00000081277,5317,PKP1
ENSG00000223652,105379152,PRDM6-AS1
ENSG00000263667,285766,LINC03066
ENSG00000303997,,
ENSG00000285583,,
ENSG00000290556,,
ENSG00000267791,,
ENSG00000267062,,
ENSG00000302090,105375102,
ENSG00000302090,124906556,
ENSG00000282535,,
ENSG00000281379,,SEPTIN14P19
ENSG00000282059,,CICP19
ENSG00000282416,,
ENSG00000285159,,
ENSG00000282051,,
ENSG00000292987,,
ENSG00000282339,,
ENSG00000222329,124906683,RNU6-1076P
ENSG00000282393,,
ENSG00000302414,,
ENSG00000291262,,
ENSG00000287044,,
ENSG00000141934,8612,PLPP2
ENSG00000285578,,LIRIL2R
ENSG00000310275,,
ENSG00000304006,,
ENSG00000185864,440345,NPIPB4
ENSG00000302102,,
ENSG00000196893,,
ENSG00000249295,101928924,
ENSG00000302111,,
ENSG00000302112,,
ENSG00000188522,644815,FAM83G
ENSG00000304033,,
ENSG00000235357,,LINC01621
ENSG00000304037,,
ENSG00000304041,,
ENSG00000288774,,
ENSG00000304050,,
ENSG00000263045,,
ENSG00000304054,,
ENSG00000267261,,
ENSG00000251443,105374716,LINC02160
ENSG00000108774,5878,RAB5C
ENSG00000302120,,
ENSG00000181109,81248,OR52P1
ENSG00000302123,,
ENSG00000267124,,
ENSG00000168811,3592,IL12A
ENSG00000105556,54531,MIER2
ENSG00000176148,55346,TCP11L1
ENSG00000237234,,
ENSG00000286600,,
ENSG00000159166,3898,LAD1
ENSG00000259768,,ZFHX3-AS1
ENSG00000233835,,
ENSG00000302140,,
ENSG00000285586,,
ENSG00000302165,,
ENSG00000302167,,
ENSG00000302172,,
ENSG00000304065,,
ENSG00000307747,,
ENSG00000302179,,
ENSG00000304095,,
ENSG00000302184,,
ENSG00000304127,105379047,
ENSG00000307796,,
ENSG00000302215,,
ENSG00000302238,,
ENSG00000291153,64940,STAG3L4
ENSG00000224477,,
ENSG00000273132,124901427,
ENSG00000249085,,TNPO1-DT
ENSG00000302276,,
ENSG00000105549,51298,SPMAP2
ENSG00000213121,,
ENSG00000284914,,
ENSG00000167925,84514,GHDC
ENSG00000302347,,
ENSG00000302357,,
ENSG00000302376,,
ENSG00000302379,,
ENSG00000173950,152002,XXYLT1
ENSG00000293636,101929555,
ENSG00000254106,,LINC01848
ENSG00000213713,,PIGCP1
ENSG00000280798,283267,LINC00294
ENSG00000227048,,
ENSG00000304173,,
ENSG00000176102,1479,CSTF3
ENSG00000268565,,
ENSG00000174307,23612,PHLDA3
ENSG00000205790,100131094,DPP9-AS1
ENSG00000302438,,
ENSG00000230438,,SERPINB9P1
ENSG00000233303,100874528,XXYLT1-AS1
ENSG00000268149,,
ENSG00000265333,100422926,MIR3137
ENSG00000244314,,RN7SL36P
ENSG00000224818,,
ENSG00000269813,,
ENSG00000206600,,RNU6-25P
ENSG00000287005,,
ENSG00000271717,,
ENSG00000274425,,
ENSG00000159176,1465,CSRP1
ENSG00000114331,23527,ACAP2
ENSG00000267500,,ZNF887P
ENSG00000198933,9755,TBKBP1
ENSG00000267343,,ZNF833P
ENSG00000271014,,
ENSG00000273196,,
ENSG00000042493,822,CAPG
ENSG00000197933,55552,ZNF823
ENSG00000304179,,
ENSG00000304180,,
ENSG00000266922,,
ENSG00000279240,,
ENSG00000220949,,
ENSG00000006025,114881,OSBPL7
ENSG00000286828,,
ENSG00000307836,,
ENSG00000230831,,
ENSG00000197044,126068,ZNF441
ENSG00000206808,,Y_RNA
ENSG00000241950,,RPL29P23
ENSG00000291119,,
ENSG00000304196,,
ENSG00000200485,,Y_RNA
ENSG00000304208,,
ENSG00000110422,10114,HIPK3
ENSG00000304229,,
ENSG00000267646,,
ENSG00000177599,126069,ZNF491
ENSG00000304299,,
ENSG00000304338,,
ENSG00000304371,,
ENSG00000302466,,
ENSG00000304378,,
ENSG00000302468,,
ENSG00000249748,100506406,CAPSL-DT
ENSG00000238731,,RNU7-90P
ENSG00000171295,126070,ZNF440
ENSG00000261764,,KRT18P18
ENSG00000304444,,
ENSG00000279206,,
ENSG00000302483,,
ENSG00000285914,105377724,
ENSG00000251868,,RNU7-71P
ENSG00000279757,,
ENSG00000259847,,LINC02126
ENSG00000302496,,
ENSG00000302497,,
ENSG00000307889,,
ENSG00000302508,,
ENSG00000225718,105375344,
ENSG00000302527,,
ENSG00000304463,,
ENSG00000302528,,
ENSG00000302545,,
ENSG00000304471,,
ENSG00000302549,,
ENSG00000304504,105379035,
ENSG00000231023,285735,LINC00326
ENSG00000267089,,
ENSG00000260834,,
ENSG00000275091,,
ENSG00000267670,,
ENSG00000267565,,
ENSG00000266904,,LINC00663
ENSG00000307930,105375257,
ENSG00000260350,,
ENSG00000253405,101410536,EVX1-AS
ENSG00000261481,,CARHSP1-DT
ENSG00000248474,105379036,LINC02122
ENSG00000283516,101929989,LITAFD
ENSG00000308006,,
ENSG00000264802,100847050,MIR5191
ENSG00000200942,,RNU6-501P
ENSG00000229325,,ACAP2-IT1
ENSG00000221028,100302158,MIR1231
ENSG00000308019,,
ENSG00000304530,,
ENSG00000198700,55705,IPO9
ENSG00000227433,,RPL31P22
ENSG00000215246,100506688,LINC02982
ENSG00000260979,,USP7-AS1
ENSG00000308043,,
ENSG00000207368,,Y_RNA
ENSG00000184203,5504,PPP1R2
ENSG00000309643,,
ENSG00000296326,,
ENSG00000296307,,
ENSG00000224746,,
ENSG00000081665,440515,ZNF506
ENSG00000304540,,
ENSG00000250173,,
ENSG00000302150,,
ENSG00000260349,,
ENSG00000308092,,
ENSG00000294612,,
ENSG00000308094,,
ENSG00000299506,,
ENSG00000308101,,
ENSG00000302421,124903702,
ENSG00000308106,,
ENSG00000287390,,
ENSG00000308121,,
ENSG00000309038,,
ENSG00000270049,101927837,ATP6V0D1-DT
ENSG00000182648,100506380,RNF32-DT
ENSG00000006282,64847,SPATA20
ENSG00000269055,,BNIP3P18
ENSG00000269274,,
ENSG00000302577,,
ENSG00000271638,,BNIP3P19
ENSG00000297582,,
ENSG00000288763,,
ENSG00000302585,,
ENSG00000276294,,
ENSG00000259804,100505942,CTCF-DT
ENSG00000302596,,
ENSG00000286438,,
ENSG00000271704,,BNIP3P20
ENSG00000252620,,RNU6ATAC24P
ENSG00000265882,,RN7SL73P
ENSG00000268461,,
ENSG00000236844,,RPL24P6
ENSG00000231205,,ZNF826P
ENSG00000236425,,RPL31P64
ENSG00000304595,,
ENSG00000302620,,
ENSG00000238517,100302179,MIR1270
ENSG00000268174,,BNIP3P22
ENSG00000189058,347,APOD
ENSG00000302631,,
ENSG00000304605,,
ENSG00000268335,,BNIP3P23
ENSG00000302653,,
ENSG00000253572,,
ENSG00000270317,,FIGLAP1
ENSG00000302660,,
ENSG00000286157,,
ENSG00000260710,,
ENSG00000304648,,
ENSG00000260599,101929124,
ENSG00000304657,,
ENSG00000304666,,
ENSG00000302664,,
ENSG00000207397,,RNU6-1179P
ENSG00000269332,,GOLGA2P9
ENSG00000285967,646719,NIPBL-DT
ENSG00000302679,,
ENSG00000277681,102466724,MIR6739
ENSG00000198892,149345,SHISA4
ENSG00000240713,,RN7SL860P
ENSG00000269025,,
ENSG00000230943,101927686,LINC02541
ENSG00000269316,,RAD54L2P1
ENSG00000268589,,
ENSG00000229676,57615,ZNF492
ENSG00000304702,,
ENSG00000110427,25758,KIAA1549L
ENSG00000304711,124900984,
ENSG00000304753,,
ENSG00000198153,,ZNF849P
ENSG00000186364,200035,NUDT17
ENSG00000241282,,RPL34P33
ENSG00000304776,,
ENSG00000308152,,
ENSG00000268789,,VN1R87P
ENSG00000261770,,
ENSG00000287885,105371272,
ENSG00000113966,84100,ARL6
ENSG00000224186,100996485,PITX1-AS1
ENSG00000281468,,
ENSG00000267323,,SLC25A1P5
ENSG00000308174,,
ENSG00000267389,,
ENSG00000308180,,
ENSG00000308200,,
ENSG00000308214,,
ENSG00000267630,,
ENSG00000308242,,
ENSG00000286011,,
ENSG00000308253,,
ENSG00000230442,102724555,ASB15-AS1
ENSG00000267623,,
ENSG00000131788,10401,PIAS3
ENSG00000290890,283922,PDPR2P
ENSG00000168906,4144,MAT2A
ENSG00000267238,,
ENSG00000267423,,
ENSG00000254537,,
ENSG00000266976,102724908,
ENSG00000255207,,
ENSG00000135363,4005,LMO2
ENSG00000308294,,
ENSG00000283269,,
ENSG00000308295,,
ENSG00000308300,,
ENSG00000304894,,
ENSG00000267799,,MAN1A2P1
ENSG00000302707,,
ENSG00000308305,,
ENSG00000304898,,
ENSG00000302719,,
ENSG00000304911,,
ENSG00000308366,,
ENSG00000267617,,
ENSG00000249082,101927953,EPIST
ENSG00000308377,,
ENSG00000286013,105375440,
ENSG00000231769,,
ENSG00000304935,,
ENSG00000308431,,
ENSG00000293618,,
ENSG00000304942,,
ENSG00000242983,,CABYRP1
ENSG00000229806,,RPS15P5
ENSG00000236078,101929086,LINC01447
ENSG00000184566,,
ENSG00000144771,57408,LRTM1
ENSG00000267339,148145,LINC00906
ENSG00000304947,,
ENSG00000304950,,
ENSG00000285797,,
ENSG00000135387,4076,CAPRIN1
ENSG00000286468,,
ENSG00000243572,105377096,LINC02017
ENSG00000302734,,
ENSG00000308472,,
ENSG00000304951,,
ENSG00000304959,,
ENSG00000281103,100506776,TRG-AS1
ENSG00000118640,8673,VAMP8
ENSG00000157388,776,CACNA1D
ENSG00000250407,,
ENSG00000302748,,
ENSG00000302757,,
ENSG00000304970,,
ENSG00000302762,,
ENSG00000302766,,
ENSG00000304982,,
ENSG00000302785,,
ENSG00000249379,105375095,GCLC-AS1
ENSG00000304984,,
ENSG00000168899,10791,VAMP5
ENSG00000168894,51255,RNF181
ENSG00000304989,,
ENSG00000302793,,
ENSG00000305004,,
ENSG00000302806,,
ENSG00000251141,100506674,MRPS30-DT
ENSG00000302829,,
ENSG00000302832,,
ENSG00000302848,,
ENSG00000302865,,
ENSG00000278549,102466191,MIR6736
ENSG00000289565,,
ENSG00000289097,,
ENSG00000308488,,
ENSG00000285964,107986821,
ENSG00000267027,,
ENSG00000267240,,
ENSG00000252272,,RNA5SP470
ENSG00000308508,,
ENSG00000169021,7386,UQCRFS1
ENSG00000308517,,
ENSG00000225559,107986749,
ENSG00000241604,,RN7SL340P
ENSG00000187135,342865,VSTM2B
ENSG00000285216,,
ENSG00000168890,129303,TMEM150A
ENSG00000265241,9939,RBM8A
ENSG00000105171,10775,POP4
ENSG00000308545,,
ENSG00000271945,105377862,
ENSG00000308571,,
ENSG00000302927,,
ENSG00000302932,,
ENSG00000308591,,
ENSG00000224330,,
ENSG00000260658,,
ENSG00000225457,107986837,
ENSG00000289630,,
ENSG00000287031,,
ENSG00000308634,,
ENSG00000308651,,
ENSG00000204876,,
ENSG00000305019,,
ENSG00000116489,829,CAPZA1
ENSG00000287963,,
ENSG00000308663,,
ENSG00000308669,,
ENSG00000260597,,
ENSG00000308671,,
ENSG00000290712,171220,DSTNP2
ENSG00000302933,,
ENSG00000308696,,
ENSG00000159335,5763,PTMS
ENSG00000290589,,
ENSG00000290084,,
ENSG00000305059,,
ENSG00000302949,,
ENSG00000223838,,
ENSG00000305113,,
ENSG00000302951,,
ENSG00000108506,57508,INTS2
ENSG00000254066,,LINC01938
ENSG00000302956,,
ENSG00000302959,,
ENSG00000287294,,
ENSG00000121297,57616,TSHZ3
ENSG00000168883,10713,USP39
ENSG00000260479,,
ENSG00000302975,,
ENSG00000302994,,
ENSG00000302998,,
ENSG00000249959,,
ENSG00000231776,,LINC01611
ENSG00000139546,6895,TARBP2
ENSG00000235299,,MRPL53P1
ENSG00000278875,,
ENSG00000245694,101927480,CRNDE
ENSG00000252750,,RNU7-70P
ENSG00000267580,,
ENSG00000267727,,
ENSG00000308757,,
ENSG00000135372,55226,NAT10
ENSG00000185897,2865,FFAR3
ENSG00000308815,,
ENSG00000305166,,
ENSG00000155366,389,RHOC
ENSG00000248445,,SEMA6A-AS1
ENSG00000308826,,
ENSG00000308845,,
ENSG00000308846,,
ENSG00000126251,2866,GPR42
ENSG00000303007,,
ENSG00000232080,102725019,
ENSG00000224057,100507500,EGFR-AS1
ENSG00000268222,,EEF1A1P7
ENSG00000308859,,
ENSG00000283479,,
ENSG00000308870,,
ENSG00000264400,,RN7SL491P
ENSG00000224374,,
ENSG00000126262,2867,FFAR2
ENSG00000308903,,
ENSG00000276778,101927697,LINC02227
ENSG00000303025,,
ENSG00000244198,,ARHGEF35-AS1
ENSG00000267041,342892,ZNF850
ENSG00000232234,105374910,
ENSG00000267260,728485,
ENSG00000253673,,
ENSG00000267254,284408,ZNF790-AS1
ENSG00000254135,124901122,
ENSG00000164621,9597,SMAD5-AS1
ENSG00000180458,,
ENSG00000254350,,
ENSG00000249861,148003,LGALS16
ENSG00000283286,,
ENSG00000226025,,
ENSG00000303029,,
ENSG00000269124,,
ENSG00000303034,,
ENSG00000204850,,
ENSG00000253792,,
ENSG00000108510,9969,MED13
ENSG00000267815,,
ENSG00000305258,,
ENSG00000303042,,
ENSG00000268854,,
ENSG00000248211,100874024,TRPC7-AS1
ENSG00000303044,,
ENSG00000268739,,
ENSG00000278617,102465873,MIR8074
ENSG00000267905,,VSIG10L-AS1
ENSG00000305267,,
ENSG00000303083,,
ENSG00000305270,,
ENSG00000267984,,
ENSG00000305324,105379119,
ENSG00000254760,,SIGLEC10-AS2
ENSG00000255441,,SIGLEC10-AS1
ENSG00000236336,101927913,CDYL-AS1
ENSG00000305331,,
ENSG00000303124,,
ENSG00000237017,,PRPF31-AS1
ENSG00000224032,,EPB41L4A-AS1
ENSG00000235781,111082993,LINC02569
ENSG00000227407,,
ENSG00000303172,,
ENSG00000224730,,LILRB1-AS1
ENSG00000287731,,
ENSG00000267224,,
ENSG00000303181,105378097,
ENSG00000196867,140612,ZFP28
ENSG00000303204,,
ENSG00000175967,,LINC02880
ENSG00000305364,,
ENSG00000303255,,
ENSG00000272023,,AFF4-DT
ENSG00000305378,,
ENSG00000305397,,
ENSG00000305424,,
ENSG00000303259,,
ENSG00000303275,,
ENSG00000285726,,
ENSG00000248943,,
ENSG00000286887,,
ENSG00000305473,,
ENSG00000303293,,
ENSG00000279133,,
ENSG00000242398,,RN7SL800P
ENSG00000290601,,
ENSG00000285879,,
ENSG00000200842,,Y_RNA
ENSG00000305502,,
ENSG00000303309,,
ENSG00000207123,,Y_RNA
ENSG00000287744,,
ENSG00000266066,,POLRMTP1
ENSG00000305507,,
ENSG00000303318,,
ENSG00000108984,5608,MAP2K6
ENSG00000305510,,
ENSG00000197016,388566,ZNF470
ENSG00000231170,,PDK4-AS1
ENSG00000224846,105374888,NQO2-AS1
ENSG00000248587,101929745,GDNF-AS1
ENSG00000168887,388969,C2orf68
ENSG00000303323,,
ENSG00000303332,,
ENSG00000271810,,
ENSG00000303344,,
ENSG00000303351,,
ENSG00000268847,,SIGLEC31P
ENSG00000303354,,
ENSG00000303358,,
ENSG00000197951,58491,ZNF71
ENSG00000232031,,
ENSG00000115523,10578,GNLY
ENSG00000234352,349160,
ENSG00000234352,105375524,
ENSG00000286339,107986524,
ENSG00000201867,,Y_RNA
ENSG00000181214,26492,OR8G2P
ENSG00000184599,284467,TAFA3
ENSG00000293626,,
ENSG00000252556,,RNU6-256P
ENSG00000286497,,
ENSG00000269793,,ZIM2-AS1
ENSG00000303372,,
ENSG00000207971,406911,MIR125B1
ENSG00000259571,414899,BLID
ENSG00000303414,,
ENSG00000268182,147670,SMIM17
ENSG00000303420,,
ENSG00000293224,,
ENSG00000198975,406882,MIRLET7A2
ENSG00000207994,406892,MIR100
ENSG00000252776,,RNU4ATAC10P
ENSG00000253035,,RNU4ATAC5P
ENSG00000126746,171017,ZNF384
ENSG00000127903,90485,ZNF835
ENSG00000110076,9379,NRXN2
ENSG00000249167,105379132,SEMA6A-AS2
ENSG00000303443,,
ENSG00000234790,128322,NUTF2P4
ENSG00000286125,,
ENSG00000155363,4343,MOV10
ENSG00000198221,26238,AFDN-DT
ENSG00000250032,,
ENSG00000305549,,
ENSG00000305555,,
ENSG00000308956,,
ENSG00000305556,,
ENSG00000267184,,
ENSG00000308963,,
ENSG00000249738,285626,
ENSG00000249738,105377683,
ENSG00000308970,,
ENSG00000108669,9267,CYTH1
ENSG00000308979,,
ENSG00000261617,101927009,LINC02177
ENSG00000261617,101927026,LINC02177
ENSG00000261617,132205950,LINC02177
ENSG00000203363,,GPR160P1
ENSG00000169507,151258,SLC38A11
ENSG00000308984,,
